id,text,anger,disgust,fear,joy,sadness,surprise
esp_train_track_a_00947,Que pena ahora que @<username> ya no es lo mismo se quedan sin ideas,0,0,0,0,1,0
esp_train_track_a_00948,Este vídeo me llegó al corazón :') ♡,0,0,0,1,1,0
esp_train_track_a_00949,muy buenas explicaciones ;v,0,0,0,1,0,0
esp_train_track_a_00950,"Porque será, los extranjeros buscando drogas y prepagos",0,1,0,0,0,1
esp_train_track_a_00951,Todas mienten y ninguna se arrepiente 😢,0,0,0,0,1,0
esp_train_track_a_00952,Que feo te odio amara y @<username> Rodríguez idiota,1,1,0,0,0,0
esp_train_track_a_00953,Esta es una porquería está Esta tan mensa,1,1,0,0,0,0
esp_train_track_a_00954,Pobre chichico siempre lo golpean😂😂😂,0,0,0,1,0,0
esp_train_track_a_00955,Lo lamento los amo,0,0,0,1,0,0
esp_train_track_a_00956,Alv jaja yo me cagaria del miedo,0,0,1,0,0,0
esp_train_track_a_00957,"Jajajaja mamá luchona... Morí!!! Conozco a unas cuantas, cuando estaba en el colegio, y mi novio el peor egresado",0,0,0,1,0,0
esp_train_track_a_00958,Según te da miedo estar ahí pero bn que estas facturando..,1,0,0,0,0,0
esp_train_track_a_00959,Yo tengo miedo a esos animales me dio cosa y uva a gomitar🤢,0,1,1,0,0,0
esp_train_track_a_00960,"jajajaja al final dice música en la descripción y vas a la descripción y no hay no existe, estoy flipando",0,0,0,1,0,1
esp_train_track_a_00961,jajaja termine llorando ... ojala y esto pasara con ... :'(,0,0,0,0,1,0
esp_train_track_a_00962,Es hora de que los querubines vuelvan los extrañamos chicos son una bestia juntos...,0,0,0,0,1,0
esp_train_track_a_00963,La cuarentena me esta matando quiero salir😋😋😋🙄,0,1,0,0,0,0
esp_train_track_a_00964,Ala q hicieron q me quede casi con un pattus por eso😮,0,0,1,0,0,1
esp_train_track_a_00965,Dios mio que loco esta el mundo,0,0,0,0,0,1
esp_train_track_a_00966,Tu contenido da asco,0,1,0,0,0,0
esp_train_track_a_00967,La verdad que están bien gachos😁,0,0,0,1,0,0
esp_train_track_a_00968,Los @<username> cantan mejor por que ustedes son sordos y tontos,1,1,0,0,0,0
esp_train_track_a_00969,NO PUEDO CREER QUE TODAVÍA ME LO SEPA DE MEMORIA,0,0,0,0,0,1
esp_train_track_a_00970,Nadie supero este juente q viva Ecuador carajo,0,0,0,1,0,1
esp_train_track_a_00971,Pero si los mismos paisas son los que ocasionan eso ¿de quienes o eran las casa o apartamentos?,0,0,0,0,0,1
esp_train_track_a_00972,Jajaja... excelente video me he reído rey cuy!...,0,0,0,1,0,0
esp_train_track_a_00973,Jaja no puede faltar el paranoico.,0,0,0,1,0,0
esp_train_track_a_00974,"Que triste video me impactó 😢 se k existía eso campos de concentración ,pero cuanta malda.",0,0,1,0,1,0
esp_train_track_a_00975,Y vendrán cosas peores,0,1,0,0,0,0
esp_train_track_a_00976,medio mucha pena cuando te botaron,0,0,0,0,1,1
esp_train_track_a_00977,Wow que preocupado estoy,0,0,0,0,0,1
esp_train_track_a_00978,"Nos vamos a Marte, por que éste planeta ya lo tenemos muy destruido.⚠️💀",1,0,0,0,0,0
esp_train_track_a_00979,este vídeo me puso muy triste gracias por la inf.,0,0,0,0,1,0
esp_train_track_a_00980,Como es posible que en una semana suba 1 millon ! Wow,0,0,0,0,0,1
esp_train_track_a_00981,"oh!! por dios me he contagiado, le he dado a me gusta xD",0,0,0,1,0,0
esp_train_track_a_00982,Que miedo.simplemente no deberidn de ir...viendolo en cuarentena 2020,0,0,1,0,0,0
esp_train_track_a_00983,Jajajaja y todo ese kinder que ?? A claro como nadamás a niñitos convenses con tus mentiras titere,1,1,0,0,0,0
esp_train_track_a_00984,Se comportan como unos bebes retardados,1,1,0,0,0,0
esp_train_track_a_00985,Mi infancia destruida. Yo sólo quería un poco de queso =( Lol.,1,1,0,0,1,0
esp_train_track_a_00986,me encanta esta cansion,0,0,0,1,0,0
esp_train_track_a_00987,El empleado del mes da miedo,0,0,1,0,0,0
esp_train_track_a_00988,"¨estamos bien "" video a lo bad bunny . temazo @<username> !!! pegando ..!!",0,0,0,1,0,1
esp_train_track_a_00989,Que mas esperan de la mascota de la maldad.👹,0,1,0,0,0,0
esp_train_track_a_00990,"Cada video nuevo me preocupa mas,coñooo Esto da mas miedo que archivos miedooo",0,0,1,0,0,1
esp_train_track_a_00991,la cara de ese wey si q da miedo! ¡Yo ya stoy! o.O,0,0,1,0,0,1
esp_train_track_a_00992,"Me encanta, me gusta mucho, me fascina. 💘💘",0,0,0,1,0,0
esp_train_track_a_00993,Que asco algunas cosillas :v,0,1,0,0,0,0
esp_train_track_a_00994,"La escuchado como 10 veces y la sigo repitiendo OC, OC",0,0,0,1,0,0
esp_train_track_a_00995,Al fin cayó ese perro 😂 Ismael Campuzano Garcia 😂,0,1,0,1,0,0
esp_train_track_a_00996,@<username> te amo por siempre yo siempre voy a esta viva y nunca inviva I love you so muchos 😘😍👑,0,0,0,1,0,0
esp_train_track_a_00997,Y que ases tu @<username> y eso de que México es el mayor de eso eso es mentira,1,1,0,0,0,0
esp_train_track_a_00998,Esto es un peligro.NO ESTOY DE ACUERDO Y NO VOY APOYAR,1,1,0,0,0,0
esp_train_track_a_00999,mañana tengo que hacer un examen pa quedar en la escuela estoy muy nervioso,0,0,1,0,0,0
esp_train_track_a_01000,que miedo tengo aracnofobia,0,0,1,0,0,0
esp_train_track_a_01001,Y tonto el que lo lea menos @<username>,1,0,0,0,0,0
esp_train_track_a_01002,Los iPhones son una mierda se rompen de nada,1,1,0,0,0,0
esp_train_track_a_01003,Esta canción esta súper buena,0,0,0,1,0,0
esp_train_track_a_01004,"Te pasaste Boscán, excelente trabajo y muy veraz la exposición de cómo operaban esos mamarrachos de la SENAIN.",0,0,0,1,0,1
esp_train_track_a_01005,"Exijo mi corazón, o el mío se romperá",0,0,0,0,1,0
esp_train_track_a_01006,"¿Cómo que perdimos? Ganamos la guerra carajo, si perdimos territorio fue por los giles de los políticos.",1,1,0,0,0,0
esp_train_track_a_01007,Que señora canción hasta me hizo llorar 😢,0,0,0,0,1,0
esp_train_track_a_01008,Hasta muy poco castigo reciben x los crimenes cometidos😅,1,0,0,0,0,0
esp_train_track_a_01009,Que horror Cn estas personas están mas perdidas q nada,1,1,0,0,0,0
esp_train_track_a_01010,"Yo sigo escuchándolo en septiembre de 2020 y nunca pasa de moda, me encanta yoloriana ❤️",0,0,0,1,0,0
esp_train_track_a_01011,Que buena salchipapa hijueeepuuu. #ElViejo 🤣🤣,0,0,0,1,0,1
esp_train_track_a_01012,Odio a las perreras,1,1,0,0,0,0
esp_train_track_a_01013,tengo miedo de que ese inodoro me empieze a grabar y despues me tire un blackmail,0,0,1,0,0,0
esp_train_track_a_01014,que mal momo :V,0,1,0,0,0,0
esp_train_track_a_01015,Se supone que lo queremos por que es muy gracioso,0,0,0,1,0,0
esp_train_track_a_01016,"No me canso de verlo... amo éste video, mi preferido del canal ❤ amo a Raúl ❤",0,0,0,1,0,0
esp_train_track_a_01017,Todos los chicheros de mi Ecuador estan con miedo ya jajaja,0,0,1,1,0,0
esp_train_track_a_01018,Dios santo! Me sangran los oídos y soy lindura 🤦🏽‍♀️🤣❤️,0,1,0,0,0,1
esp_train_track_a_01019,te odio fracasado,1,1,0,0,0,0
esp_train_track_a_01020,Wow si el de amara y el de @<username> me impresiono este me dio un paro cardiaco!!,0,0,0,1,0,1
esp_train_track_a_01021,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🤬 lo odio hijos de,1,1,0,0,0,0
esp_train_track_a_01022,like si crees que son unos retrasados que no tienen nd mas que hacer,1,1,0,0,0,0
esp_train_track_a_01023,Me salió el resultado ❤,0,0,0,1,0,0
esp_train_track_a_01024,la pareja de atrás El hombre mandando a la mujer a la friendzone😂😂,0,0,0,1,0,0
esp_train_track_a_01025,no puedo con las matematicas,0,1,0,0,1,0
esp_train_track_a_01026,No se como la gente es tan estúpida y le da dislikes al video,1,1,0,0,0,0
esp_train_track_a_01027,Viéndolo desde España..me he quedado intrigado si lo llevan preso porq ahí seguro paga piso @<username>,0,0,0,0,0,1
esp_train_track_a_01028,Ja!! Que tramposo !!!,0,0,0,1,0,1
esp_train_track_a_01029,Me enamore de esta músicas. más más más cada dia sumamos más ya somos 10 millones . 😍😍😍🎈😙 felicidades lindura mayor 💗,0,0,0,1,0,0
esp_train_track_a_01030,pelotudos son una mierda,1,1,0,0,0,0
esp_train_track_a_01031,Creo que me acabo de arruinar la infancia :v,0,0,0,0,1,0
esp_train_track_a_01032,QUE GRACIOSO JAJJAAJA,0,0,0,1,0,0
esp_train_track_a_01033,Siento que tengo cierta fobia a los robots me dan mucho miedo,0,0,1,0,0,0
esp_train_track_a_01034,MULTA ! POR USAR LOS SIMBOLOS PATRIOS ! Cuánto ignorante haciendo videos !!!,1,1,0,0,0,1
esp_train_track_a_01035,"Y el cinturón de seguridad?, lo trae de adorno. Yo creo que hasta puede perder el trabajo.",1,1,0,0,0,0
esp_train_track_a_01036,por que veo esto si nunca podre viajar :(,0,0,0,0,1,0
esp_train_track_a_01037,A la yugular...q miedo,0,0,1,0,0,0
esp_train_track_a_01038,Oo me sorprendio la berdad es que no,0,1,0,0,0,1
esp_train_track_a_01039,Muy buena tu explicación . No había entendido nada hasta que te encontré. Gracias,0,0,0,1,0,0
esp_train_track_a_01040,Alta nostalgia me da esto,0,0,0,0,1,0
esp_train_track_a_01041,"Ya los narcos de hoy son bien chivatones, no hay un código como antes.",0,1,0,0,0,0
esp_train_track_a_01042,Que triste lo que vivieron esas personas explotadas,0,0,1,0,1,0
esp_train_track_a_01043,Me encanto la canción y @<username> canta muy lindo 😂😍😘,0,0,0,1,0,0
esp_train_track_a_01044,Excelente vídeo! Ya me suscribí 💞,0,0,0,1,0,0
esp_train_track_a_01045,En ves de miedo da asco 🤮,0,1,0,0,0,0
esp_train_track_a_01046,despues de hacer ese video del chavo tienen el descaro de hacer otro video !!!,0,1,0,0,0,0
esp_train_track_a_01047,A mi me da Miedo la Bruja Nomas,0,0,1,0,0,0
esp_train_track_a_01048,Ustedes son feos y engreídos y estúpido s,1,1,0,0,0,0
esp_train_track_a_01049,Temazooo Con esta si bailo kike💗💗💗🇪🇨,0,0,0,1,0,0
esp_train_track_a_01050,"BUENARDOOO,COMO PARA PONERLA EN EL PARLANTE A TODO VOLUMEN,PARA EL PUEBLO QUE LO ESCUCHE JAJAJA",0,0,0,1,0,0
esp_train_track_a_01051,No puedo con esto 😂😂😂,0,0,0,1,0,0
esp_train_track_a_01052,Que seria de su vida sin Correa. Pobre hombre.,0,1,0,0,0,0
esp_train_track_a_01053,"Nosotros solo decimos ""pobre perrito"" pero no hacemos nada por darle una mejor vida",1,0,0,0,0,0
esp_train_track_a_01054,Me encanta la voz de @<username>,0,0,0,1,0,0
esp_train_track_a_01055,A la mierda con los haders,1,1,0,0,0,0
esp_train_track_a_01056,Qué te pasó México? Tienes potencial y no lo aprovechas 😢,0,0,0,0,1,1
esp_train_track_a_01057,Wow temardo por dios esta canción va a superar jefes de YouTube,0,0,0,0,0,1
esp_train_track_a_01058,Lo logré pero lo malo es que llovió en Argentina y bolivia en nuestro país😢😭,0,0,0,0,1,0
esp_train_track_a_01059,Que asco esta mierda no me representa,1,1,0,0,0,0
esp_train_track_a_01060,idiotas. A. Todos. los. Que. Se. Rieron. De. Ti,1,1,0,0,0,0
esp_train_track_a_01061,Me da mucho miedo de solo ver a esos delincuentes 😮😮,0,0,1,0,0,0
esp_train_track_a_01062,me gusta mucho mucho el video no paro de escuchar,0,0,0,1,0,0
esp_train_track_a_01063,Tienen cara de tontos A i si tienen talentos son estúpidos pero ustedes mas,1,1,0,0,0,0
esp_train_track_a_01064,Como rayos se me pegó esta canción,0,0,0,0,0,1
esp_train_track_a_01065,Deberías a ser un roast yourself feo y mentiroso,1,1,0,0,0,0
esp_train_track_a_01066,"Gran reacción jajajaja, se salvó de milagro.",0,0,0,1,0,1
esp_train_track_a_01067,Wow eso si es una triste noticia que a cualquiera puede pasar no somos imortales,0,0,0,0,1,1
esp_train_track_a_01068,Jajajajaja amo esta canción deberías hacer la 2 la 3 y la 1.5k,0,0,0,1,0,1
esp_train_track_a_01069,Kevblex nooo me la creo weyyy no puedo creer que kevblex estaba en @<username> nooo,0,0,0,1,0,1
esp_train_track_a_01070,Súper buena la explicación 👌👌👌,0,0,0,1,0,0
esp_train_track_a_01071,La mejorr los amoo #sofami like si quieres q sea una pareja 😍,0,0,0,1,0,0
esp_train_track_a_01072,Te juro q a la profe no le entendia pero ahors entiendo todo mucisimas gracias🥰,0,0,0,1,0,0
esp_train_track_a_01073,Felicidades German. 🎉🎊,0,0,0,1,0,0
esp_train_track_a_01074,y tu eres estupido,1,1,0,0,0,0
esp_train_track_a_01075,Tanto miedo que le tienen al comunismo y ellos mismos montaron la KGB Colombiana.,1,1,0,0,0,0
esp_train_track_a_01076,Está súper chido los amo corazón por favor 🙏,0,0,0,1,0,0
esp_train_track_a_01077,probe el video en velocidad lenta y me dio miedo,0,0,1,0,0,0
esp_train_track_a_01078,"Harta demencia es el de guayaquil, no copien ya les pego lo copion de Moran el más copion.",0,1,0,0,0,0
esp_train_track_a_01079,Soy el único que cuando le escucha cada vez más llora,0,0,0,0,1,0
esp_train_track_a_01080,Si estamos solo o no ambas noticias serian aterradoras,0,0,1,0,0,0
esp_train_track_a_01081,Gracias estaba buscando el vídeo casi no lo encuentro tengo miedo de reprobar el año,0,0,1,0,0,0
esp_train_track_a_01082,de que mierda se trata este vídeo ridículo???,1,0,0,0,0,1
esp_train_track_a_01083,Y Gual mente huelen a caca,1,1,0,0,0,0
esp_train_track_a_01084,Jamas me imagine ver la cara del dueño de todo México,0,0,0,0,0,1
esp_train_track_a_01085,Que mierda esto no es un roast acaso no saben lo que es,1,1,0,0,0,0
esp_train_track_a_01086,Lo siento por jd kim😢,0,0,0,0,1,0
esp_train_track_a_01087,Pero ¿que significa esto?,0,0,0,0,0,1
esp_train_track_a_01088,"#NoAlSuicidio no mas vidas perdidas ya sea por cuestiones familiares, amorosas o escolares ejem bullyng",0,0,0,0,1,0
esp_train_track_a_01089,Ay pobre aleja pero que bueno,0,0,0,0,1,0
esp_train_track_a_01090,Re turbio que miedo,0,0,1,0,0,0
esp_train_track_a_01091,los mejores momentos,0,0,0,1,0,0
esp_train_track_a_01092,Jaja morí que éxito por Dios😂😂😙,0,0,0,1,0,1
esp_train_track_a_01093,"Se lo compartí con mi amiga , y ella lloro igual que yo. Pobrecito 😭",0,0,0,0,1,0
esp_train_track_a_01094,"ustedes cantab recontra peor que horible canción , que asco",1,1,0,0,0,0
esp_train_track_a_01095,Me gusta la canción mucho,0,0,0,1,0,0
esp_train_track_a_01096,me gusta cuando dice @<username> rodiguezz jaja,0,0,0,1,0,0
esp_train_track_a_01097,"Sii me lo esperaba, los vi asi en teamqueen y yo como omg!",0,0,0,1,0,1
esp_train_track_a_01098,"Tremenda basura, ese tal nando insulto mi orgullosa nacionalidad mexicana",1,1,0,0,0,0
esp_train_track_a_01099,"es uno de sus mejores videos, es bastante verídico, así se siente uno cuando pasa eso",0,0,0,1,0,0
esp_train_track_a_01100,Esta novela. Me deja pensativo y preocupado. Quedo. Como cuando miraba la casa de papel 🤔,0,0,1,0,0,1
esp_train_track_a_01101,"Este valeverguista sigue con correa jajaja, no lo superan",1,1,0,0,0,0
esp_train_track_a_01102,Me encantan ustedes dos juntos los shippeo mor!!!,0,0,0,1,0,0
esp_train_track_a_01103,Está muy triste 😭 el vídeo,0,0,0,0,1,0
esp_train_track_a_01104,Lo bueno que EU no es nada peligroso.,0,0,0,1,0,0
esp_train_track_a_01105,Mas miedo me da la decadencia 💀,0,0,1,0,0,0
esp_train_track_a_01106,Pobre cachorro la animales no emrecen eso 😭,0,0,0,0,1,0
esp_train_track_a_01107,Jajajajaj me encanto!!!,0,0,0,1,0,0
esp_train_track_a_01108,Que hermoso @<username> nosotros tabn te queremos y esto apenas comiensa seremos mas y mas linduras :),0,0,0,1,0,0
esp_train_track_a_01109,Hermoso video puedo sacar una coreografía con esta música @<username>,0,0,0,1,0,0
esp_train_track_a_01110,"Estámos rodeados de estos idiotas, maldita sea..",1,1,0,0,0,0
esp_train_track_a_01111,Yo me siento mal por @<username> eres el youtuber fav y también me encantó el roast aeme,0,0,0,1,1,0
esp_train_track_a_01112,Buen video @<username> 🖒 buscando si no a comentado sergio ramirez jajajaja,0,0,0,1,0,0
esp_train_track_a_01113,te odio y. a tu erma,1,1,0,0,0,0
esp_train_track_a_01114,Estos perros esi son quriendo quedar bien cib otros,1,1,0,0,0,0
esp_train_track_a_01115,Me dio miedo con solo verlos,0,0,1,0,0,0
esp_train_track_a_01116,"Y bueno, esto solo corrobora la porquería que es Ecuavisa y lo mafioso que es el Partido Social Cristiano.",1,1,0,0,0,0
esp_train_track_a_01117,Son un asco,0,1,0,0,0,0
esp_train_track_a_01118,estupidos son ustedes y tu hermano pequeño parese estupido,1,1,0,0,0,0
esp_train_track_a_01119,A mi me dan mucho miedo las personas de Honduras🤕😝😟♀,0,0,1,0,0,0
esp_train_track_a_01120,tengo miedo a darle like al video !!!,0,0,1,0,0,0
esp_train_track_a_01121,"Triste y lamentable nuestra estupidez como seres humanos ,te felicito por este video @<username> ,de verdad te deja pensando ...",0,0,0,0,1,1
esp_train_track_a_01122,Mas miedo me da cuando un bts se me aserca,0,0,1,0,0,0
esp_train_track_a_01123,Que miedo. Debieron pensar que habría una erupción; esa que sabemos está por suceder. Que miedo...,0,0,1,0,0,0
esp_train_track_a_01124,Esto me intereza mucho!!!,0,0,0,1,0,1
esp_train_track_a_01125,Odio a las personas que hacen eso,1,0,0,0,0,0
esp_train_track_a_01126,Que sad me hizo llorar todo es culpa del padre,0,0,0,0,1,0
esp_train_track_a_01127,Que coño con su cancion💩,1,1,0,0,0,0
esp_train_track_a_01128,El mejor vlogger del mundo y no lo dejan grabar la mejor cultura.. que poca madre..,1,0,0,0,0,0
esp_train_track_a_01129,Papurri esa canción está epicarda,0,0,0,1,0,1
esp_train_track_a_01130,Lo volví a ver después de dos años y casi lloro :'v,0,0,0,0,1,0
esp_train_track_a_01131,"Me estoy confundiendo y espantando :,c",0,0,1,0,0,0
esp_train_track_a_01132,Wow y guag osea lo que acabo de ver es enserio wow wow no lo puedo creer,0,0,0,0,0,1
esp_train_track_a_01133,Vieron el.golpe de Will Smith yo quedé como 😮😮😮,0,0,0,0,0,1
esp_train_track_a_01134,Son una desgracia ... la verdad los peores periodistas ...,1,1,0,0,0,0
esp_train_track_a_01135,¡no mames que sigue en tendencias! ¡Wo esto es mas de lo que yo esperaba,0,0,0,0,0,1
esp_train_track_a_01136,Más chimbo es reaccionar a esta bobada,0,1,0,0,0,0
esp_train_track_a_01137,Que rayos fue esto,0,0,0,0,0,1
esp_train_track_a_01138,Y ustedes actauan como bobos,1,1,0,0,0,0
esp_train_track_a_01139,Facilito papa . Y haci bemos como @<username> aventuras conquisto el 2019!! Felicitacione apurris !!!,0,0,0,1,0,0
esp_train_track_a_01140,son malos se burlan de los @<username> que malos yutubers,1,0,0,0,0,0
esp_train_track_a_01141,Yo me cago de miedo con esta pelicula,0,0,1,0,0,0
esp_train_track_a_01142,Que feo me hizo llorar por que yo tengo uno 🐕🐶🐩,0,0,0,0,1,0
esp_train_track_a_01143,A nosotros los mexicanos no nos caería en gracia que vinieran otros a cambiar nuestras costumbres y nuestro idioma .,1,0,0,0,0,0
esp_train_track_a_01144,Ps soy pobre y no lo tengo,0,0,0,0,1,0
esp_train_track_a_01145,Este vídeo me tocó mucho el corazón la crueldad humana puede ser tan grande aveces que es inimaginable,0,0,1,0,1,0
esp_train_track_a_01146,Que mrd de canción mejor sigan en prepa que dan asco,1,1,0,0,0,0
esp_train_track_a_01147,"Mucha suerte y éxito lindura , me encanto tu vídeo (soy una lindura desde tus primeros vídeos :)",0,0,0,1,0,0
esp_train_track_a_01148,Juro que llore,0,0,0,0,1,0
esp_train_track_a_01149,"A lo bien, medellin esta caro para vivir😅😢",0,1,0,0,1,0
esp_train_track_a_01150,Porque ya no haces videos ??? Te echo de menos 😞😭😭❤️❤️,0,0,0,0,1,0
esp_train_track_a_01151,No puedo dejar de ver este vídeo lo amo mi roas es demasiado épico,0,0,0,1,0,0
esp_train_track_a_01152,es muy triste no me justaria estar ay,0,0,1,0,1,0
esp_train_track_a_01153,mas claro no lo has podido decir preciosa,0,0,0,1,0,0
esp_train_track_a_01154,Es q si están bien feitos !,0,1,0,0,0,1
esp_train_track_a_01155,A no ustedes son mui feos no me gusta sus videos guacala,0,1,0,0,0,0
esp_train_track_a_01156,Con razón los profesiones de hoy son muy preparados pero los que saldrán en el futuro me preocupa :(,0,0,1,0,1,0
esp_train_track_a_01157,Todos los días literal hay tiroteos,0,1,1,0,0,0
esp_train_track_a_01158,Cuando lo puso en su cuello sintio el verdadero terror,0,0,1,0,0,0
esp_train_track_a_01159,Dios mio que aterrador,0,0,1,0,0,0
esp_train_track_a_01160,Me encanta esta canción está súper genial 😃,0,0,0,1,0,0
esp_train_track_a_01161,Porque carajo nunca llego temprano,1,0,0,0,0,0
esp_train_track_a_01162,Eso es culpa de Uribe jajajaja que miedo 😂😂,0,0,1,1,0,0
esp_train_track_a_01163,Que lo vuelvan a reelegir esta dando ejemplo a mandatarios latinos!!!,0,0,0,1,0,0
esp_train_track_a_01164,Son malos los odios mejor tratense bien con los @<username> los odios no me suscribire sus videos son pateticos,1,1,0,0,0,0
esp_train_track_a_01165,esta cancion da mas asco que @<username> troll,0,1,0,0,0,0
esp_train_track_a_01166,Tontos los odios tu emana es fea sus videos apestan,1,1,0,0,0,0
esp_train_track_a_01167,Que triste que no se pueda dar un me encanta me encantó este vídeo lo ame ♡♡♡,0,0,0,1,1,0
esp_train_track_a_01168,Xdxd me muero,0,0,0,1,0,0
esp_train_track_a_01169,juajuajuajuajuajua muyy bueno!!!,0,0,0,1,0,0
esp_train_track_a_01170,WTF me dio miedo like para que la chica de ojos de cristal venga por ti,0,0,1,0,0,0
esp_train_track_a_01171,A mí me dio más pena y quién le y que nos le dio,0,0,1,0,1,0
esp_train_track_a_01172,Wow asombroso estuvo ese video No puedo creerlo,0,0,0,0,0,1
esp_train_track_a_01173,Pero que caraj...😂,0,0,0,1,0,0
esp_train_track_a_01174,jajajajajajajajaja me gusta y el final fue epico,0,0,0,1,0,0
esp_train_track_a_01175,Una combinación perfecta de alegría y miedo a la misma vez.😂😮,0,0,1,1,0,0
esp_train_track_a_01176,Muy buena rola 😊❤ éxitos totales mi buen,0,0,0,1,0,0
esp_train_track_a_01177,Tube miedo cuando bi esto asta escribo mal,0,0,1,0,0,0
esp_train_track_a_01178,te odio soni por arruinar todo,1,1,0,0,0,0
esp_train_track_a_01179,Merecen cobrar más y vale la pena lo mejor que hay en México,0,0,0,1,0,0
esp_train_track_a_01180,Viendo esto me doy cuenta de lo caro que es Uruguay!!,0,0,0,0,0,1
esp_train_track_a_01181,Me sorprendi wey rimama mucho omg,0,0,0,0,0,1
esp_train_track_a_01182,ESTE ES EL PROGRAMA MAS FEO QUE HE VISTO SOLO 3 MINUTOS YA ME VOY,0,1,0,0,0,0
esp_train_track_a_01183,"Me gustaría que regresen los dinosaurios ,pero me daría miedo",0,0,1,0,0,0
esp_train_track_a_01184,me da ansiedad ver cómo muerde la comida xd,0,0,1,0,0,0
esp_train_track_a_01185,Felicidades @<username> soy lindura y haci como tu dices vamos por mas a festejar ❤🎉🎊🎈 saludos lindura,0,0,0,1,0,0
esp_train_track_a_01186,Que asco ya vuelvo a escuchar mas esa música,0,1,0,0,0,0
esp_train_track_a_01187,Te amii estuvo re lindo tu video lo re amee éxito totall,0,0,0,1,0,0
esp_train_track_a_01188,Que mal ya no tienes la misma cantidad de visitas:/,0,0,0,0,1,0
esp_train_track_a_01189,"Y COMO SE COMO NO VA A CONTESTAR, ERES UN FARSANTE",1,0,0,0,0,0
esp_train_track_a_01190,Tengo mucho miedo bueno ya se me va a pasar xD,0,0,1,0,0,0
esp_train_track_a_01191,Raro q se le haya escapado a la policía. que novedad!,0,1,0,0,0,1
esp_train_track_a_01192,de todas las canciones de @<username> esta es la que mas asco me dio,1,1,0,0,0,0
esp_train_track_a_01193,Son estupidos no me gusta esa parte areli,1,1,0,0,0,0
esp_train_track_a_01194,😝 Que patetico es AEME me dan ganas De vomitar,0,1,0,0,0,0
esp_train_track_a_01195,Que patético EA aeme son estúpido,1,1,0,0,0,0
esp_train_track_a_01196,Vaya que la naturaleza es sorprendente.,0,0,0,0,0,1
esp_train_track_a_01197,Las personas que son haci se van pa el infiernos malditos maltrata perros,1,1,0,0,0,0
esp_train_track_a_01198,Aburrido que asco y ustedes,1,1,0,0,0,0
esp_train_track_a_01199,Mas miedo me da el SDT 7,0,0,1,0,0,0
esp_train_track_a_01200,me da miedo boludo perdon por la palabra pero me da miedo,0,0,1,0,0,0
esp_train_track_a_01201,Que bonito los amo,0,0,0,1,0,0
esp_train_track_a_01202,Un par de pendejos con un chingo de autotune,1,1,0,0,0,0
esp_train_track_a_01203,#sofami me encanto la cancion,0,0,0,1,0,0
esp_train_track_a_01204,"Super, excelente video, gracias",0,0,0,1,0,0
esp_train_track_a_01205,Descarado este Correa💩 Muy bien @<username> Eduardo Vivanco.,1,1,0,0,0,0
esp_train_track_a_01206,Te queremos mucho💜,0,0,0,1,0,0
esp_train_track_a_01207,"Si esta película arruinó mi vida, ahora está peor... y yo que pensaba que terminaba bien, jaja",0,0,1,0,1,0
esp_train_track_a_01208,Pues la. Verdad si estan feos,0,1,0,0,0,0
esp_train_track_a_01209,te amo mucho @<username> y ami😇😇😇,0,0,0,1,0,0
esp_train_track_a_01210,Me la acabé de ver me dio miedo y ella si salio,0,0,1,0,0,0
esp_train_track_a_01211,"El inefable Correa, decía que la gente sin experiencia le castiga la boca cuando la hermana lo pierde todo.",1,1,0,0,0,0
esp_train_track_a_01212,es una canción inventada o se la copiaron a los chilenos?😐,0,0,0,0,0,1
esp_train_track_a_01213,"Nunca en la vida, odiamos a petro",0,1,0,0,0,0
esp_train_track_a_01214,Que triste lo que les pasa a los peritos,0,0,0,0,1,0
esp_train_track_a_01215,Idiota se habré por ariba,1,1,0,0,0,0
esp_train_track_a_01216,Que asco que estos canales tengan que mostrar estas caras para tener vistas🤢,1,1,0,0,0,1
esp_train_track_a_01217,Yo cuando vi este video pobre juanito,0,0,0,0,1,0
esp_train_track_a_01218,y creen que una persona estando asi durante decadas se va a reformar? ya mejor la pena de muerte.,1,0,0,0,0,0
esp_train_track_a_01219,Yo aquí llorando como si no hubiese otro mañana ;—;,0,0,0,0,1,0
esp_train_track_a_01220,Me encanta creo que yo soy 5 millones de vidtas jajajaj los amo morchis 😄#ami😍😍😍,0,0,0,1,0,0
esp_train_track_a_01221,"Como ,? Eso es culpa de Quintero??? 😂",0,0,0,1,0,1
esp_train_track_a_01222,Qué nervios! A un día de las elecciones!,0,0,1,0,0,0
esp_train_track_a_01223,Todavía no empieza y ya le di like :v,0,0,0,1,0,0
esp_train_track_a_01224,Me encanto! Son los mejores :3,0,0,0,1,0,0
esp_train_track_a_01225,Este vídeo es el mejor que he visto No puedo creerlo,0,0,0,1,0,1
esp_train_track_a_01226,Es pésimo y no critiquen a los @<username>,1,1,0,0,0,0
esp_train_track_a_01227,Estamos muy anciosos,0,0,0,0,0,1
esp_train_track_a_01228,"por estas tonterías es que no quiero vivir solo, temo mucho a cagarla muy estúpidamente :(",0,0,1,0,1,0
esp_train_track_a_01229,Buena mi cholos con esa frase donde pisa un cuy niuna rata la borra jjaja exitos compas,0,0,0,1,0,1
